start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng
Jersey & 3rd,JC074,Grove St PATH,JC005,40.72333158646436,-74.04595255851744,40.71958611647166,-74.04311746358871
Grand St & 14 St,HB506,Columbus Park - Clinton St & 9 St,HB501,40.75409,-74.0316,40.74816121065146,-74.0324530005455
Grand St & 14 St,HB506,Columbus Park - Clinton St & 9 St,HB501,40.75409,-74.0316,40.74816121065146,-74.0324530005455
Newport PATH,JC066,Harborside,JC104,40.7272235,-74.0337589,40.7192517,-74.034234
Newport PATH,JC066,Harborside,JC104,40.7272235,-74.0337589,40.7192517,-74.034234
McGinley Square,JC055,Grove St PATH,JC005,40.7253399253558,-74.06762212514877,40.71958611647166,-74.04311746358871
McGinley Square,JC055,Grove St PATH,JC005,40.7253399253558,-74.06762212514877,40.71958611647166,-74.04311746358871
Jersey & 3rd,JC074,Columbus Dr at Exchange Pl,JC106,40.72333158646436,-74.04595255851744,40.71687,-74.03281
Jersey & 3rd,JC074,Columbus Dr at Exchange Pl,JC106,40.72333158646436,-74.04595255851744,40.71687,-74.03281
Jersey & 3rd,JC074,Columbus Dr at Exchange Pl,JC106,40.72333158646436,-74.04595255851744,40.71687,-74.03281
Jersey & 3rd,JC074,Columbus Dr at Exchange Pl,JC106,40.72333158646436,-74.04595255851744,40.71687,-74.03281
